"","BTC","Oil","Gold","new_cases","total_cases","BTC_ROC","Oil_ROC","Gold_ROC","BTC_7MA","Oil_7MA","Gold_7MA","new_cases_7MA","new_cases_ROC"
"2020-05-05",9003.070313,24.559999,1704.400024,24531,1216208,0.0100935670311575,0.186074527019615,-0.00146571712390653,8875.16406271428,19.8285712857143,1699.25714957143,27263.8571428571,0.018348308278938
"2020-05-06",9268.761719,23.99,1684.199951,24560,1240768,0.0290841262112593,-0.0234819857107254,-0.0119225122049986,8941.98172457143,21.1042855714286,1696.514282,26995.5714285714,0.00118147461758511
"2020-05-07",9951.518555,23.549999,1721.800049,27411,1268179,0.0710753668590929,-0.0185112988520224,0.0220796391804843,9126.690988,21.7771425714286,1701.88572457143,26737.1428571429,0.109824865916492
"2020-05-08",9842.666016,24.74,1709.900024,26839,1295018,-0.0109985471655936,0.0492955889647613,-0.00693538039198849,9266.39090428571,22.4857138571428,1704.085728,25581.8571428571,-0.0210882613488419
"2020-05-09",9593.896484,24.5399996666667,1705.03336566667,25136,1320154,-0.0255994975913811,-0.0081169412648423,-0.00285022345835184,9352.86230485714,23.1366661428571,1705.00001719048,25265.5714285714,-0.0655547196364541
"2020-05-10",8756.430664,24.3399993333333,1700.16670733333,18867,1339021,-0.0913387498943958,-0.00818336552987509,-0.00285837045841664,9332.71400685714,23.7299994285714,1704.62859214286,24489.8571428571,-0.286885395387944
"2020-05-11",8601.795898,24.139999,1695.300049,19271,1358292,-0.0178173566597426,-0.00825088592526058,-0.00286656416634123,9288.30566414285,24.2657137142857,1702.97145285714,23802.1428571429,0.0211868998714877
"2020-05-12",8804.477539,25.780001,1704.400024,22948,1381240,0.0232893965262875,0.065728862056436,0.00535341149961255,9259.93526785714,24.4399997142857,1702.97145285714,23576,0.17462858006173
"2020-05-13",9269.987305,25.290001,1713.900024,20408,1401648,0.0515216067718054,-0.0191899360776064,0.00555833269471862,9260.11035157142,24.6257141428571,1707.21432042857,22982.8571428571,-0.117303263541654
"2020-05-14",9733.72168,27.559999,1738.099976,26818,1428466,0.0488143083349204,0.0859563096377935,0.0140210593595755,9228.99651228571,25.1985712857143,1709.54288142857,22898.1428571429,0.273145151822632
"2020-05-15",9328.197266,29.43,1753.400024,24747,1453213,-0.0425545413285349,0.0656491523843941,0.00876422508092478,9155.50097657142,25.8685712857143,1715.75716714286,22599.2857142857,-0.0803687222569529
"2020-05-16",9377.013672,30.2266666666667,1746.20003233333,24159,1477372,0.00521956336024587,0.0267099747258372,-0.00411475694907271,9124.51771771428,26.6809522857143,1721.63811952381,22459.7142857143,-0.0240471897152599
"2020-05-17",9670.739258,31.0233333333333,1739.00004066667,18363,1495735,0.0308434146750418,0.0260150725582911,-0.00413175815373457,9255.13323114285,27.6357142857143,1727.18573857143,22387.7142857143,-0.274317904461643
"2020-05-18",9726.575195,31.82,1731.800049,22390,1518125,0.00575709502000699,0.0253554133801313,-0.00414890043140925,9415.81598785714,28.7328572857143,1732.40002428571,22833.2857142857,0.198275680624796
"2020-05-19",9729.038086,32.5,1744.199951,21007,1539132,0.000253180506581074,0.0211450664260511,0.00713461139181515,9547.896066,29.6928571428571,1738.08572814286,22556,-0.0637584210600757
"2020-05-20",9522.981445,33.490002,1750.599976,22697,1561829,-0.0214070539042819,0.0300068571897385,0.00366260288897635,9584.038086,30.8642858571428,1743.32857842857,22883,0.077376687202042
"2020-05-21",9081.761719,33.919998,1720.5,25766,1587595,-0.0474397810597083,0.012757805436006,-0.0173436263512174,9490.90094871428,31.7728571428571,1740.81429614286,22732.7142857143,0.126822511423155
"2020-05-22",9182.577148,33.25,1734.599976,23657,1611252,0.0110397046002504,-0.019949984859573,0.00816187917677791,9470.09807471428,32.3185714285714,1738.128575,22577,-0.0853963931453983
"2020-05-23",9209.287109,33.5249995,1727.14999425,21111,1632363,0.00290454294406217,0.00823664715163552,-0.0043041775492263,9446.13713714285,32.7897618333333,1735.4071409881,22141.5714285714,-0.113864312791662
"2020-05-24",8790.368164,33.799999,1719.7000125,20067,1652430,-0.0465558480199313,0.00816935864967494,-0.00432278360622274,9320.369838,33.1864283571428,1732.64999410714,22385,-0.0507173104104499
"2020-05-25",8906.93457,34.0749985,1712.25003075,18673,1671103,0.0131735432809723,0.00810316065887839,-0.00434155122202284,9203.27832014285,33.508571,1729.85713435714,21854,-0.0719976725494149
"2020-05-26",8835.052734,34.349998,1704.800049,19650,1690753,-0.00810306400057925,0.00803802688214139,-0.0043604825100596,9075.56612699999,33.7728564285714,1724.22857692857,21660.1428571429,0.0509984418123715
"2020-05-27",9181.017578,32.810001,1710.300049,18549,1709302,0.0384109712515244,-0.045868582992671,0.00322099182880908,9026.71414599999,33.6757134285714,1718.4714445,21067.5714285714,-0.057661157004631
"2020-05-28",9525.750977,33.709999,1713.300049,22322,1731624,0.0368607148685154,0.0270611221296586,0.00175254158311411,9090.14118285714,33.6457135714286,1717.44288007143,20575.5714285714,0.185155948752589
